# 2.5R

3 22 [0,97,60] 6 8 [51,165,137] 8 16 [0,235,174]
4 2 [82,100,97] 6 10 [0,169,134] 8 18 [0,238,171]
4 4 [60,105,93] 6 12 [0,172,131] 8 20 [0,240,169]
4 6 [23,109,90] 6 14 [0,175,129] 9 2 [208,232,229]
4 8 [0,112,87] 6 16 [0,178,127] 9 4 [186,238,223]
4 10 [0,115,85] 6 18 [0,181,125] 9 6 [158,244,217]
4 12 [0,118,84] 6 20 [0,183,124] 9 8 [128,249,212]
4 14 [0,120,83] 6 22 [0,185,123] 9 10 [92,253,208]
4 16 [0,122,82] 6 24 [0,187,122] 9 12 [0,255,204]

# 10.0G

1 2 [17,31,30] 4 18 [0,124,94] 6 26 [0,188,139]
1 4 [0,35,29] 4 20 [0,125,94] 7 2 [156,178,178]
1 6 [0,38,30] 4 22 [0,126,95] 7 4 [135,183,175]
1 8 [0,41,31] 4 24 [0,127,95] 7 6 [110,188,172]
2 2 [38,52,51] 4 26 [0,128,95] 7 8 [77,192,170]
2 4 [13,56,50] 5 2 [106,126,125] 7 10 [0,196,168]
2 6 [0,58,49] 5 4 [84,131,123] 7 12 [0,200,167]
2 8 [0,61,49] 5 6 [55,135,121] 7 14 [0,203,166]
2 10 [0,63,50] 5 8 [0,139,119] 7 16 [0,206,165]
2 12 [0,65,50] 5 10 [0,142,118] 7 18 [0,209,164]
2 14 [0,67,51] 5 12 [0,146,117] 7 20 [0,212,163]
2 16 [0,68,52] 5 14 [0,148,117] 7 22 [0,214,162]
3 2 [58,75,74] 5 16 [0,150,117] 7 24 [0,216,162]
3 4 [32,80,72] 5 18 [0,153,117] 8 2 [182,205,205]
3 6 [0,83,72] 5 20 [0,154,116] 8 4 [160,210,201]
3 8 [0,86,71] 5 22 [0,156,117] 8 6 [134,215,199]
3 10 [0,88,71] 5 24 [0,157,117] 8 8 [104,220,196]
3 12 [0,90,71] 5 26 [0,158,117] 8 10 [56,224,194]
3 14 [0,92,71] 5 28 [0,159,117] 8 12 [0,228,192]
3 16 [0,94,72] 6 2 [131,152,151] 8 14 [0,231,191]
3 18 [0,95,72] 6 4 [107,157,148] 8 16 [0,235,189]
3 20 [0,96,73] 6 6 [82,161,146] 8 18 [0,238,188]
3 22 [0,97,73] 6 8 [38,165,145] 8 20 [0,241,187]
4 2 [81,100,99] 6 10 [0,169,143] 9 2 [208,232,232]
4 4 [57,105,97] 6 12 [0,173,142] 9 4 [183,238,228]
4 6 [10,109,96] 6 14 [0,175,141] 9 6 [154,244,225]
4 8 [0,112,95] 6 16 [0,178,140] 9 8 [120,249,222]
4 10 [0,115,94] 6 18 [0,181,140] 9 10 [77,253,220]
4 12 [0,118,94] 6 20 [0,183,139] 9 12 [0,255,218]
4 14 [0,120,94] 6 22 [0,185,139]
4 16 [0,122,94] 6 24 [0,187,139]

# 2.5BG

1 2 [15,32,31] 4 14 [0,120,108] 6 20 [0,183,159]
1 4 [0,35,33] 4 16 [0,122,109] 6 22 [0,185,160]
1 6 [0,38,36] 4 18 [0,124,110] 7 2 [156,178,180]
1 8 [0,41,39] 4 20 [0,125,111] 7 4 [133,183,179]
2 2 [37,52,52] 4 22 [0,126,112] 7 6 [108,188,178]
2 4 [8,56,54] 4 24 [0,127,113] 7 8 [69,192,178]
2 6 [0,58,55] 5 2 [105,126,127] 7 10 [0,196,179]
2 8 [0,61,57] 5 4 [82,131,127] 7 12 [0,200,179]
2 10 [0,63,58] 5 6 [51,135,127] 7 14 [0,203,180]
2 12 [0,65,60] 5 8 [0,139,128] 7 16 [0,206,181]
2 14 [0,67,61] 5 10 [0,142,129] 7 18 [0,209,181]
3 2 [57,75,76] 5 12 [0,146,130] 7 20 [0,211,182]
3 4 [28,80,77] 5 14 [0,148,131] 7 22 [0,214,183]
3 6 [0,83,78] 5 16 [0,150,133] 8 2 [181,205,207]
3 8 [0,86,79] 5 18 [0,153,134] 8 4 [158,210,205]
3 10 [0,88,81] 5 20 [0,155,135] 8 6 [131,215,205]
3 12 [0,90,82] 5 22 [0,156,136] 8 8 [98,220,204]
3 14 [0,92,83] 5 24 [0,157,137] 8 10 [36,224,204]
3 16 [0,94,85] 6 2 [130,152,153] 8 12 [0,228,204]
3 18 [0,95,86] 6 4 [105,157,153] 8 14 [0,231,205]
3 20 [0,96,87] 6 6 [78,161,152] 8 16 [0,234,205]
4 2 [80,100,101] 6 8 [19,165,153] 8 18 [0,238,206]
4 4 [54,105,102] 6 10 [0,169,154] 9 2 [207,232,234]
4 6 [0,109,102] 6 12 [0,172,154] 9 4 [182,238,233]
4 8 [0,112,103] 6 14 [0,175,155] 9 6 [150,244,232]
4 10 [0,115,105] 6 16 [0,178,156] 9 8 [113,249,231]
4 12 [0,118,106] 6 18 [0,181,157] 9 10 [61,253,231]

# 5.0BG

1 2 [14,32,34] 4 14 [0,120,124] 6 20 [0,183,180]
1 4 [0,35,39] 4 16 [0,122,127] 7 2 [155,178,183]
1 6 [0,38,44] 4 18 [0,124,129] 7 4 [131,183,185]
2 2 [36,52,55] 4 20 [0,125,132] 7 6 [105,187,186]
2 4 [4,55,58] 5 2 [104,126,130] 7 8 [60,192,189]
2 6 [0,58,62] 5 4 [80,130,132] 7 10 [0,196,191]
2 8 [0,61,66] 5 6 [45,134,135] 7 12 [0,199,194]
2 10 [0,63,70] 5 8 [0,138,139] 7 14 [0,203,196]
2 12 [0,65,73] 5 10 [0,142,142] 7 16 [0,206,199]
3 2 [56,75,78] 5 12 [0,145,145] 7 18 [0,209,202]
3 4 [24,80,82] 5 14 [0,148,148] 7 20 [0,211,204]
3 6 [0,83,85] 5 16 [0,150,151] 8 2 [181,205,210]
3 8 [0,85,89] 5 18 [0,153,154] 8 4 [157,210,211]
3 10 [0,88,93] 5 20 [0,155,157] 8 6 [129,215,213]
3 12 [0,90,96] 5 22 [0,156,159] 8 8 [89,219,215]
3 14 [0,92,99] 6 2 [129,152,156] 8 10 [0,224,217]
3 16 [0,94,102] 6 4 [104,157,158] 8 12 [0,228,219]
3 18 [0,95,104] 6 6 [72,161,161] 8 14 [0,231,221]
4 2 [80,100,104] 6 8 [0,165,164] 8 16 [0,234,223]
4 4 [52,105,107] 6 10 [0,169,167] 9 2 [207,232,237]
4 6 [0,109,110] 6 12 [0,172,169] 9 4 [180,238,238]
4 8 [0,112,114] 6 14 [0,175,172] 9 6 [147,244,240]
4 10 [0,115,117] 6 16 [0,178,175] 9 8 [105,249,241]
4 12 [0,118,121] 6 18 [0,181,178] 9 10 [37,253,243]

# 7.5BG

1 2 [13,31,36] 4 12 [0,117,133] 7 2 [155,178,185]
1 4 [0,35,42] 4 14 [0,120,138] 7 4 [130,183,190]
1 6 [0,38,49] 4 16 [0,122,142] 7 6 [103,187,194]
2 2 [36,52,56] 4 18 [0,124,145] 7 8 [55,191,198]
2 4 [1,55,62] 5 2 [104,126,132] 7 10 [0,195,203]
2 6 [0,58,67] 5 4 [79,130,137] 7 12 [0,199,208]
2 8 [0,61,73] 5 6 [40,134,142] 7 14 [0,202,212]
2 10 [0,63,78] 5 8 [0,138,147] 7 16 [0,205,217]
2 12 [0,65,82] 5 10 [0,141,153] 7 18 [0,208,221]
3 2 [56,75,81] 5 12 [0,145,158] 8 2 [181,204,213]
3 4 [21,79,87] 5 14 [0,147,163] 8 4 [157,209,216]
3 6 [0,82,92] 5 16 [0,150,167] 8 6 [125,214,221]
3 8 [0,85,97] 5 18 [0,153,172] 8 8 [84,219,226]
3 10 [0,88,102] 6 2 [129,152,159] 8 10 [0,223,230]
3 12 [0,90,106] 6 4 [103,157,164] 8 12 [0,227,234]
3 14 [0,92,110] 6 6 [70,161,168] 8 14 [0,230,238]
3 16 [0,94,114] 6 8 [0,165,173] 8 16 [0,234,242]
4 2 [79,100,106] 6 10 [0,168,178] 9 2 [207,231,241]
4 4 [51,104,111] 6 12 [0,172,183] 9 4 [179,238,245]
4 6 [0,108,117] 6 14 [0,175,187] 9 6 [145,243,249]
4 8 [0,112,123] 6 16 [0,177,191] 9 8 [97,248,254]
4 10 [0,115,128] 6 18 [0,180,196] 9 10 [0,252,255]

# 10.0BG

1 2 [12,31,38] 4 12 [0,117,147] 7 2 [156,177,188]
1 4 [0,34,46] 4 14 [0,119,154] 7 4 [131,182,195]
1 6 [0,37,55] 4 16 [0,121,159] 7 6 [103,186,201]
2 2 [35,52,58] 5 2 [105,125,134] 7 8 [52,190,209]
2 4 [0,55,66] 5 4 [80,129,142] 7 10 [0,194,216]
2 6 [0,57,74] 5 6 [39,133,150] 7 12 [0,198,223]
2 8 [0,60,82] 5 8 [0,137,157] 7 14 [0,201,230]
2 10 [0,63,89] 5 10 [0,140,165] 7 16 [0,205,238]
3 2 [55,75,83] 5 12 [0,144,173] 8 2 [183,204,215]
3 4 [21,79,91] 5 14 [0,146,179] 8 4 [157,209,222]
3 6 [0,82,99] 5 16 [0,149,186] 8 6 [125,214,228]
3 8 [0,84,106] 6 2 [130,151,161] 8 8 [82,218,235]
3 10 [0,87,114] 6 4 [105,156,168] 8 10 [0,222,242]
3 12 [0,90,120] 6 6 [70,160,176] 8 12 [0,226,249]
3 14 [0,92,127] 6 8 [0,164,183] 8 14 [0,230,255]
4 2 [79,100,108] 6 10 [0,167,190] 9 2 [209,231,243]
4 4 [51,104,116] 6 12 [0,170,197] 9 4 [180,237,250]
4 6 [0,107,124] 6 14 [0,173,204] 9 6 [144,242,255]
4 8 [0,111,132] 6 16 [0,176,211]
4 10 [0,114,140] 6 18 [0,179,218]

# 2.5B

1 2 [12,31,39] 4 10 [0,112,151] 6 14 [0,172,220]
1 4 [0,34,49] 4 12 [0,115,159] 6 16 [0,175,230]
1 6 [0,36,59] 4 14 [0,118,169] 7 2 [158,177,190]
2 2 [35,52,60] 4 16 [0,120,175] 7 4 [133,181,199]
2 4 [0,54,69] 5 2 [106,125,136] 7 6 [105,185,208]
2 6 [0,57,79] 5 4 [82,129,146] 7 8 [58,189,217]
2 8 [0,60,89] 5 6 [43,132,155] 7 10 [0,193,227]
2 10 [0,62,99] 5 8 [0,135,165] 7 12 [0,196,238]
3 2 [55,75,85] 5 10 [0,139,175] 7 14 [0,199,247]
3 4 [22,78,95] 5 12 [0,142,186] 7 16 [0,203,255]
3 6 [0,81,105] 5 14 [0,145,194] 8 2 [185,203,217]
3 8 [0,84,114] 5 16 [0,148,204] 8 4 [158,208,226]
3 10 [0,86,124] 6 2 [131,151,163] 8 6 [127,213,235]
3 12 [0,89,133] 6 4 [107,155,172] 8 8 [84,217,245]
4 2 [80,99,110] 6 6 [73,159,182] 8 10 [0,221,255]
4 4 [53,103,120] 6 8 [0,162,192] 8 12 [0,225,255]
4 6 [0,106,130] 6 10 [0,165,201] 9 2 [211,230,245]
4 8 [0,109,140] 6 12 [0,169,211] 9 4 [181,236,255]

# 5.0B

1 2 [12,31,41] 4 8 [0,107,148] 6 12 [0,165,224]
1 4 [0,33,52] 4 10 [0,110,159] 6 14 [0,168,237]
1 6 [0,35,63] 4 12 [0,112,171] 6 16 [0,172,250]
2 2 [36,51,61] 4 14 [0,115,183] 7 2 [160,176,191]
2 4 [3,54,72] 5 2 [107,124,138] 7 4 [138,180,203]
2 6 [0,56,84] 5 4 [85,128,149] 7 6 [111,183,214]
2 8 [0,58,97] 5 6 [53,131,161] 7 8 [72,187,226]
2 10 [0,60,108] 5 8 [0,133,173] 7 10 [0,190,240]
3 2 [56,74,87] 5 10 [0,136,185] 7 12 [0,193,254]
3 4 [26,77,99] 5 12 [0,139,198] 7 14 [0,196,255]
3 6 [0,80,110] 5 14 [0,141,210] 8 2 [188,202,218]
3 8 [0,82,122] 5 16 [0,144,223] 8 4 [163,207,230]
3 10 [0,84,134] 6 2 [134,150,164] 8 6 [135,210,243]
3 12 [0,86,145] 6 4 [112,154,175] 8 8 [92,214,255]
4 2 [81,99,112] 6 6 [82,157,188] 9 2 [214,229,247]
4 4 [57,102,123] 6 8 [25,160,200] 9 4 [185,235,255]
4 6 [7,105,135] 6 10 [0,163,212]

# 7.5B

1 2 [14,30,42] 4 6 [33,103,138] 6 10 [0,160,218]
1 4 [0,32,54] 4 8 [0,105,152] 6 12 [0,162,232]
1 6 [0,33,65] 4 10 [0,107,164] 6 14 [0,165,247]
1 8 [0,35,77] 4 12 [0,109,177] 6 16 [0,167,255]
2 2 [37,51,63] 4 14 [0,111,190] 7 2 [163,175,192]
2 4 [10,53,75] 5 2 [109,124,139] 7 4 [143,179,205]
2 6 [0,55,88] 5 4 [90,126,152] 7 6 [120,181,218]
2 8 [0,56,101] 5 6 [65,129,164] 7 8 [88,184,232]
2 10 [0,58,114] 5 8 [3,131,177] 7 10 [0,187,247]
3 2 [57,74,88] 5 10 [0,133,191] 7 12 [0,190,255]
3 4 [34,76,102] 5 12 [0,135,205] 8 2 [190,201,219]
3 6 [0,78,114] 5 14 [0,138,218] 8 4 [168,205,233]
3 8 [0,80,126] 5 16 [0,140,233] 8 6 [143,209,247]
3 10 [0,82,139] 6 2 [136,149,165] 8 8 [106,212,255]
3 12 [0,84,152] 6 4 [118,152,178] 9 2 [217,228,247]
4 2 [83,98,113] 6 6 [93,155,191] 9 4 [191,233,255]
4 4 [63,101,126] 6 8 [57,157,205]

# 10.0B

1 2 [16,30,44] 4 6 [47,101,140] 6 8 [78,155,208]
1 4 [0,31,55] 4 8 [0,103,154] 6 10 [31,157,221]
1 6 [0,32,66] 4 10 [0,104,167] 6 12 [0,159,237]
1 8 [0,33,79] 4 12 [0,106,180] 6 14 [0,161,253]
2 2 [39,50,64] 4 14 [0,108,194] 6 16 [0,163,255]
2 4 [19,52,77] 4 16 [0,109,208] 7 2 [166,174,193]
2 6 [0,53,90] 5 2 [112,123,140] 7 4 [149,177,206]
2 8 [0,55,104] 5 4 [97,125,153] 7 6 [130,179,220]
2 10 [0,56,117] 5 6 [77,127,167] 7 8 [106,181,235]
3 2 [60,73,90] 5 8 [45,129,180] 7 10 [67,183,252]
3 4 [41,75,103] 5 10 [0,130,194] 7 12 [0,186,255]
3 6 [0,76,116] 5 12 [0,132,208] 8 2 [193,200,220]
3 8 [0,78,129] 5 14 [0,134,222] 8 4 [175,203,235]
3 10 [0,79,142] 5 16 [0,136,238] 8 6 [154,206,250]
3 12 [0,81,156] 5 18 [0,138,251] 8 8 [124,209,255]
3 14 [0,82,169] 6 2 [139,148,166] 9 2 [220,227,248]
4 2 [86,97,114] 6 4 [124,151,179] 9 4 [197,231,255]
4 4 [69,99,127] 6 6 [104,153,194]

# 2.5PB

1 2 [19,29,44] 4 2 [89,97,115] 5 18 [0,130,255]
1 4 [3,30,56] 4 4 [77,98,129] 6 2 [142,147,167]
1 6 [0,30,68] 4 6 [62,99,142] 6 4 [131,149,180]
1 8 [0,30,80] 4 8 [35,100,156] 6 6 [116,150,195]
2 2 [41,50,65] 4 10 [0,100,169] 6 8 [99,151,210]
2 4 [28,50,78] 4 12 [0,101,183] 6 10 [76,152,225]
2 6 [0,51,92] 4 14 [0,102,197] 6 12 [21,154,241]
2 8 [0,52,106] 4 16 [0,103,212] 6 14 [0,155,255]
2 10 [0,52,119] 4 18 [0,103,226] 7 2 [169,173,193]
2 12 [0,52,132] 5 2 [115,122,141] 7 4 [157,175,208]
3 2 [63,72,91] 5 4 [103,123,154] 7 6 [142,176,222]
3 4 [50,73,105] 5 6 [89,124,169] 7 8 [125,178,238]
3 6 [29,74,118] 5 8 [70,125,183] 7 10 [100,179,255]
3 8 [0,75,131] 5 10 [39,126,197] 8 2 [196,199,220]
3 10 [0,75,144] 5 12 [0,127,211] 8 4 [182,201,236]
3 12 [0,76,158] 5 14 [0,128,225] 8 6 [166,203,253]
3 14 [0,77,172] 5 16 [0,129,241] 9 2 [224,226,248]

# 5.0PB

1 2 [23,28,45] 3 16 [0,70,187] 5 16 [0,123,243]
1 4 [13,28,56] 3 18 [0,69,202] 5 18 [0,123,255]
1 6 [0,28,68] 4 2 [92,96,116] 6 2 [145,147,167]
1 8 [0,27,81] 4 4 [84,96,129] 6 4 [137,147,181]
1 10 [0,25,94] 4 6 [74,96,143] 6 6 [127,148,196]
2 2 [44,49,66] 4 8 [59,97,157] 6 8 [115,148,211]
2 4 [35,49,79] 4 10 [38,97,170] 6 10 [101,148,225]
2 6 [20,49,92] 4 12 [0,97,183] 6 12 [78,149,242]
2 8 [0,49,106] 4 14 [0,97,198] 6 14 [39,149,255]
2 10 [0,48,119] 4 16 [0,96,212] 7 2 [172,172,193]
2 12 [0,47,132] 4 18 [0,96,228] 7 4 [163,173,208]
2 14 [0,45,146] 4 20 [0,95,245] 7 6 [152,174,223]
3 2 [66,71,91] 5 2 [119,121,141] 7 8 [141,174,239]
3 4 [57,72,105] 5 4 [111,121,155] 7 10 [124,175,255]
3 6 [45,72,119] 5 6 [101,122,169] 8 2 [198,199,220]
3 8 [26,72,132] 5 8 [88,122,183] 8 4 [189,200,236]
3 10 [0,72,145] 5 10 [72,122,198] 8 6 [177,200,254]
3 12 [0,71,159] 5 12 [46,123,212] 9 2 [226,225,248]
3 14 [0,71,173] 5 14 [0,123,226]

# 7.5PB

1 2 [27,27,45] 2 28 [62,0,198] 4 20 [62,73,235]
1 4 [25,25,56] 2 30 [66,0,208] 4 22 [62,68,245]
1 6 [23,23,68] 2 32 [70,0,217] 4 24 [63,62,255]
1 8 [24,19,78] 2 34 [74,0,227] 4 26 [64,54,255]
1 10 [25,14,87] 2 36 [79,0,237] 5 2 [122,120,141]
1 12 [28,6,95] 2 38 [83,0,248] 5 4 [118,119,154]
1 14 [31,0,104] 3 2 [71,70,92] 5 6 [114,118,169]
1 16 [36,0,113] 3 4 [67,69,105] 5 8 [110,117,183]
1 18 [39,0,120] 3 6 [64,68,119] 5 10 [105,116,196]
1 20 [43,0,128] 3 8 [60,66,131] 5 12 [99,114,210]
1 22 [47,0,136] 3 10 [55,64,144] 5 14 [93,113,225]
1 24 [51,0,145] 3 12 [52,61,156] 5 16 [86,110,239]
1 26 [56,0,155] 3 14 [51,57,168] 5 18 [80,107,254]
1 28 [61,0,165] 3 16 [51,52,180] 5 20 [74,104,255]
1 30 [66,0,176] 3 18 [52,47,191] 6 2 [148,146,167]
1 32 [72,0,189] 3 20 [53,40,200] 6 4 [144,145,181]
1 34 [77,0,199] 3 22 [56,30,211] 6 6 [140,144,196]
1 36 [82,0,210] 3 24 [59,13,221] 6 8 [136,143,209]
1 38 [88,0,223] 3 26 [61,0,230] 6 10 [131,142,223]
2 2 [48,48,66] 3 28 [64,0,239] 6 12 [124,141,240]
2 4 [45,46,79] 3 30 [68,0,250] 6 14 [116,139,255]
2 6 [42,45,91] 3 32 [72,0,255] 7 2 [175,171,193]
2 8 [39,42,104] 3 34 [75,0,255] 7 4 [171,171,208]
2 10 [37,39,116] 4 2 [96,94,116] 7 6 [166,170,223]
2 12 [37,35,126] 4 4 [93,94,129] 7 8 [160,169,240]
2 14 [39,30,136] 4 6 [89,93,142] 7 10 [155,168,255]
2 16 [41,22,145] 4 8 [84,91,156] 8 2 [202,198,220]
2 18 [44,8,155] 4 10 [79,90,169] 8 4 [197,197,236]
2 20 [48,0,164] 4 12 [74,88,182] 8 6 [191,197,254]
2 22 [51,0,174] 4 14 [70,86,195] 9 2 [229,225,248]
2 24 [55,0,182] 4 16 [66,82,208]
2 26 [59,0,190] 4 18 [64,79,221]

# 10.0PB

1 2 [32,26,45] 3 2 [75,69,91] 5 2 [125,119,140]
1 4 [33,23,55] 3 4 [75,67,104] 5 4 [125,117,153]
1 6 [35,19,65] 3 6 [76,64,116] 5 6 [125,115,168]
1 8 [38,14,73] 3 8 [78,61,127] 5 8 [125,113,180]
1 10 [41,7,81] 3 10 [79,57,139] 5 10 [126,110,192]
1 12 [44,0,90] 3 12 [81,53,149] 5 12 [126,107,205]
1 14 [48,0,98] 3 14 [84,47,160] 5 14 [127,104,218]
1 16 [53,0,106] 3 16 [88,39,171] 5 16 [128,100,230]
1 18 [56,0,113] 3 18 [91,30,180] 5 18 [129,96,241]
1 20 [61,0,121] 3 20 [95,16,189] 5 20 [131,91,253]
1 22 [65,0,129] 3 22 [99,0,199] 5 22 [135,84,255]
1 24 [70,0,138] 3 24 [103,0,208] 6 2 [151,145,166]
1 26 [75,0,149] 3 26 [107,0,218] 6 4 [151,143,180]
1 28 [82,0,160] 3 28 [112,0,227] 6 6 [150,141,194]
1 30 [88,0,172] 3 30 [117,0,237] 6 8 [150,139,207]
2 2 [52,46,66] 3 32 [123,0,248] 6 10 [150,137,220]
2 4 [53,44,77] 3 34 [127,0,255] 6 12 [150,134,234]
2 6 [54,41,88] 4 2 [99,93,116] 6 14 [150,131,249]
2 8 [56,38,99] 4 4 [100,91,128] 6 16 [151,127,255]
2 10 [59,33,110] 4 6 [100,89,141] 7 2 [177,171,193]
2 12 [62,27,118] 4 8 [101,87,153] 7 4 [176,169,207]
2 14 [65,17,128] 4 10 [101,84,165] 7 6 [176,167,221]
2 16 [69,2,137] 4 12 [102,80,177] 7 8 [176,165,236]
2 18 [73,0,146] 4 14 [104,77,188] 7 10 [175,163,252]
2 20 [77,0,155] 4 16 [107,72,199] 7 12 [175,159,255]
2 22 [82,0,164] 4 18 [109,66,210] 8 2 [204,197,219]
2 24 [86,0,173] 4 20 [113,58,222] 8 4 [203,196,234]
2 26 [91,0,182] 4 22 [116,51,230] 8 6 [202,194,251]
2 28 [95,0,191] 4 24 [119,41,240] 8 8 [202,191,255]
2 30 [101,0,202] 4 26 [124,22,251] 9 2 [232,224,247]
2 32 [107,0,212] 4 28 [127,0,255] 9 4 [230,222,255]
2 34 [112,0,222] 4 30 [131,0,255]

# 2.5P

1 2 [35,25,44] 3 10 [94,51,133] 5 8 [137,109,176]
1 4 [38,21,53] 3 12 [98,45,142] 5 10 [141,106,186]
1 6 [42,16,61] 3 14 [103,37,152] 5 12 [145,101,198]
1 8 [46,9,69] 3 16 [108,25,161] 5 14 [149,97,208]
1 10 [50,0,76] 3 18 [113,4,170] 5 16 [153,91,218]
1 12 [55,0,84] 3 20 [117,0,178] 5 18 [158,86,228]
1 14 [59,0,92] 3 22 [123,0,188] 5 20 [162,78,239]
1 16 [64,0,99] 3 24 [128,0,197] 5 22 [167,69,250]
1 18 [68,0,106] 3 26 [133,0,206] 5 24 [172,58,255]
1 20 [73,0,114] 3 28 [138,0,215] 5 26 [178,42,255]
1 22 [78,0,122] 3 30 [144,0,225] 6 2 [153,144,166]
1 24 [83,0,129] 3 32 [150,0,235] 6 4 [156,142,178]
1 26 [90,0,140] 3 34 [156,0,244] 6 6 [159,139,191]
2 2 [55,46,65] 4 2 [102,93,115] 6 8 [162,136,203]
2 4 [58,43,75] 4 4 [106,90,127] 6 10 [166,132,215]
2 6 [62,39,84] 4 6 [109,87,137] 6 12 [170,128,227]
2 8 [67,34,94] 4 8 [112,83,148] 6 14 [174,124,238]
2 10 [71,27,103] 4 10 [116,79,158] 6 16 [179,118,251]
2 12 [76,17,112] 4 12 [121,74,169] 6 18 [183,113,255]
2 14 [80,1,120] 4 14 [125,69,179] 7 2 [180,170,192]
2 16 [85,0,129] 4 16 [130,62,189] 7 4 [182,168,205]
2 18 [90,0,137] 4 18 [135,53,199] 7 6 [185,165,218]
2 20 [95,0,146] 4 20 [140,42,209] 7 8 [188,162,231]
2 22 [100,0,155] 4 22 [144,29,217] 7 10 [192,158,245]
2 24 [106,0,164] 4 24 [149,0,226] 7 12 [196,154,255]
2 26 [111,0,173] 4 26 [154,0,237] 8 2 [206,196,218]
2 28 [118,0,184] 4 28 [159,0,246] 8 4 [209,194,233]
2 30 [126,0,196] 4 30 [164,0,255] 8 6 [211,191,248]
3 2 [78,68,90] 4 32 [171,0,255] 8 8 [214,188,255]
3 4 [82,65,102] 5 2 [128,118,139] 9 2 [234,223,247]
3 6 [85,61,113] 5 4 [130,116,152] 9 4 [236,221,255]
3 8 [89,57,123] 5 6 [133,113,164]

# 5.0P

1 2 [37,24,43] 3 16 [120,7,153] 5 16 [168,85,209]
1 4 [42,20,51] 3 18 [126,0,161] 5 18 [174,77,218]
1 6 [47,14,58] 3 20 [131,0,168] 5 20 [180,68,228]
1 8 [51,5,65] 3 22 [137,0,177] 5 22 [186,56,237]
1 10 [56,0,72] 3 24 [143,0,186] 5 24 [193,38,247]
1 12 [61,0,79] 3 26 [149,0,195] 5 26 [199,0,255]
1 14 [67,0,87] 3 28 [156,0,204] 5 28 [206,0,255]
1 16 [72,0,94] 3 30 [162,0,213] 6 2 [156,143,165]
1 18 [77,0,100] 3 32 [170,0,223] 6 4 [161,140,175]
1 20 [82,0,107] 4 2 [105,92,113] 6 6 [166,137,187]
1 22 [88,0,115] 4 4 [110,88,124] 6 8 [171,133,197]
2 2 [57,45,64] 4 6 [115,85,133] 6 10 [177,129,208]
2 4 [62,41,73] 4 8 [121,81,143] 6 12 [183,124,218]
2 6 [67,37,80] 4 10 [126,75,152] 6 14 [189,118,229]
2 8 [73,30,90] 4 12 [132,70,162] 6 16 [195,112,240]
2 10 [78,22,98] 4 14 [138,63,171] 6 18 [200,106,250]
2 12 [84,8,106] 4 16 [144,53,181] 6 20 [207,97,255]
2 14 [90,0,115] 4 18 [150,42,189] 7 2 [182,170,191]
2 16 [95,0,122] 4 20 [156,25,198] 7 4 [187,166,203]
2 18 [100,0,130] 4 22 [161,0,206] 7 6 [192,163,214]
2 20 [106,0,138] 4 24 [167,0,214] 7 8 [197,159,226]
2 22 [112,0,146] 4 26 [173,0,223] 7 10 [203,155,238]
2 24 [118,0,155] 4 28 [179,0,233] 7 12 [209,150,250]
2 26 [126,0,165] 4 30 [185,0,242] 7 14 [215,145,255]
2 28 [133,0,175] 4 32 [193,0,253] 8 2 [208,196,217]
3 2 [81,67,89] 5 2 [130,118,138] 8 4 [213,193,230]
3 4 [87,63,99] 5 4 [135,114,149] 8 6 [218,189,243]
3 6 [92,59,108] 5 6 [141,111,160] 8 8 [225,185,255]
3 8 [97,54,118] 5 8 [146,106,170] 8 10 [231,180,255]
3 10 [103,47,127] 5 10 [152,102,180] 9 2 [235,223,245]
3 12 [109,39,136] 5 12 [157,97,190] 9 4 [241,219,255]
3 14 [115,28,145] 5 14 [163,91,199]

# 7.5P

1 2 [39,23,42] 3 24 [156,0,174] 5 28 [228,0,246]
1 4 [44,19,49] 3 26 [163,0,182] 5 30 [236,0,255]
1 6 [49,12,56] 3 28 [171,0,191] 6 2 [159,143,162]
1 8 [55,3,62] 3 30 [178,0,199] 6 4 [167,139,171]
1 10 [60,0,69] 4 2 [108,91,111] 6 6 [175,134,180]
1 12 [65,0,76] 4 4 [115,87,120] 6 8 [183,129,189]
1 14 [71,0,83] 4 6 [122,82,128] 6 10 [191,124,198]
1 16 [77,0,90] 4 8 [129,77,137] 6 12 [198,118,206]
1 18 [81,0,95] 4 10 [136,71,145] 6 14 [206,112,215]
1 20 [87,0,102] 4 12 [143,64,153] 6 16 [213,104,224]
2 2 [59,44,62] 4 14 [150,55,161] 6 18 [221,96,232]
2 4 [65,40,70] 4 16 [157,43,169] 6 20 [230,83,243]
2 6 [71,35,77] 4 18 [164,25,178] 6 22 [238,69,252]
2 8 [78,28,86] 4 20 [171,0,186] 6 24 [246,50,255]
2 10 [84,17,93] 4 22 [177,0,193] 7 2 [185,169,188]
2 12 [90,0,101] 4 24 [183,0,200] 7 4 [193,165,197]
2 14 [96,0,108] 4 26 [191,0,209] 7 6 [202,160,206]
2 16 [102,0,116] 4 28 [197,0,217] 7 8 [210,155,216]
2 18 [108,0,123] 4 30 [205,0,226] 7 10 [219,150,225]
2 20 [114,0,130] 4 32 [213,0,236] 7 12 [227,144,234]
2 22 [121,0,139] 5 2 [133,117,136] 7 14 [235,137,244]
